day,month,hour,x,y,type,pressure
05,07,1800,131,76,H,1014
05,07,1800,616,205,H,1016
05,07,1800,679,345,H,1016
05,07,1800,186,518,H,1028
12,07,1800,441,38,L,1007
12,07,1800,697,90,L,1007
12,07,1800,482,233,L,1004
12,07,1800,96,197,L,987
12,07,1800,221,194,L,992
12,07,1800,562,218,L,1007
12,07,1800,239,336,L,996
12,07,1800,517,381,L,1011
12,07,1800,523,450,L,1007
12,07,1800,495,424,L,1007
12,07,1800,504,128,H,1015
12,07,1800,634,329,H,1012
12,07,1800,342,301,H,1023
12,07,1800,118,431,H,1023
12,07,1800,709,348,H,1012
19,07,1800,791,76,L,991
19,07,1800,676,27,L,1003
19,07,1800,484,82,L,1008
19,07,1800,337,249,L,997
19,07,1800,602,271,L,1010
19,07,1800,74,293,L,999
19,07,1800,269,252,L,1003
19,07,1800,477,308,L,1013
19,07,1800,350,378,L,1006
19,07,1800,492,413,L,1010
19,07,1800,393,123,H,1019
19,07,1800,93,150,H,1023
19,07,1800,165,154,H,1020
19,07,1800,490,197,H,1019
19,07,1800,572,364,H,1015
26,07,1800,699,89,L,1003
26,07,1800,783,93,L,994
26,07,1800,87,167,L,986
26,07,1800,320,191,L,991
26,07,1800,188,233,L,995
26,07,1800,755,208,L,1001
26,07,1800,40,350,L,1004
26,07,1800,65,422,L,1006
26,07,1800,151,430,L,1010
26,07,1800,493,424,L,1004
26,07,1800,304,474,L,1013
26,07,1800,734,526,L,1000
26,07,1800,575,63,H,1014
26,07,1800,577,183,H,1015
26,07,1800,263,419,H,1020
01,07,1800,451,74,L,994
01,07,1800,175,96,L,989
01,07,1800,308,38,L,1001
01,07,1800,264,152,L,993
01,07,1800,322,172,L,1001
01,07,1800,90,226,L,997
01,07,1800,627,230,L,1006
01,07,1800,164,257,L,995
01,07,1800,326,408,L,1027
01,07,1800,635,419,L,1005
01,07,1800,791,87,H,994
01,07,1800,739,353,H,1013
01,07,1800,230,515,H,1033
08,07,1800,790,91,L,995
08,07,1800,140,151,L,999
08,07,1800,406,345,L,1002
08,07,1800,194,430,L,1006
08,07,1800,480,405,L,1007
08,07,1800,103,125,H,1003
08,07,1800,525,135,H,1020
08,07,1800,256,304,H,1016
08,07,1800,559,354,H,1015
08,07,1800,408,533,H,1018
15,07,1800,784,94,L,994
15,07,1800,384,188,L,1005
15,07,1800,225,273,L,1002
15,07,1800,418,317,L,1004
15,07,1800,669,334,L,1011
15,07,1800,202,417,L,1009
15,07,1800,790,395,L,1007
15,07,1800,112,395,L,1007
15,07,1800,251,480,L,1011
15,07,1800,518,119,H,1017
15,07,1800,15,144,H,1013
15,07,1800,70,238,H,1012
15,07,1800,743,314,H,1013
15,07,1800,581,376,H,1014
15,07,1800,393,529,H,1021
22,07,1800,679,43,L,1006
22,07,1800,788,87,L,994
22,07,1800,433,173,L,1009
22,07,1800,276,164,L,983
22,07,1800,384,295,L,1010
22,07,1800,667,316,L,1007
22,07,1800,544,520,L,1006
22,07,1800,449,27,H,1019
22,07,1800,82,274,H,991
22,07,1800,476,361,H,1023
22,07,1800,583,397,H,1018
22,07,1800,257,521,H,1025
29,07,1800,564,93,L,995
29,07,1800,268,167,L,992
29,07,1800,109,142,L,989
29,07,1800,84,246,L,990
29,07,1800,279,243,L,989
29,07,1800,328,429,L,1018
29,07,1800,362,59,H,1020
29,07,1800,476,219,H,1022
29,07,1800,567,364,H,1016
29,07,1800,383,375,H,1020
29,07,1800,24,526,H,1029
06,07,1800,424,13,L,991
06,07,1800,364,73,L,991
06,07,1800,443,213,L,989
06,07,1800,554,242,L,1002
06,07,1800,696,276,L,1011
06,07,1800,265,383,L,1009
06,07,1800,498,422,L,1004
06,07,1800,577,76,H,1020
06,07,1800,213,298,H,1016
06,07,1800,684,331,H,1014
06,07,1800,78,527,H,1029
13,07,1800,490,159,L,1001
13,07,1800,783,90,L,994
13,07,1800,186,229,L,993
13,07,1800,610,246,L,1008
13,07,1800,438,238,L,1004
13,07,1800,338,410,L,1003
13,07,1800,495,413,L,1004
13,07,1800,268,400,L,1001
13,07,1800,339,230,H,1022
13,07,1800,534,200,H,1014
13,07,1800,744,320,H,1012
20,07,1800,791,77,L,993
20,07,1800,335,212,L,999
20,07,1800,132,178,L,1008
20,07,1800,284,165,L,999
20,07,1800,151,306,L,1001
20,07,1800,242,346,L,1002
20,07,1800,510,387,L,1002
20,07,1800,710,57,H,1009
20,07,1800,168,146,H,1013
20,07,1800,705,372,H,1010
20,07,1800,338,456,H,1022
27,07,1800,793,37,L,997
27,07,1800,705,103,L,1010
27,07,1800,137,182,L,988
27,07,1800,550,248,L,1012
27,07,1800,200,338,L,990
27,07,1800,493,423,L,1005
27,07,1800,384,464,L,1011
27,07,1800,633,182,H,1018
27,07,1800,615,314,H,1015
27,07,1800,303,458,H,1022
07,07,1800,315,13,L,984
07,07,1800,786,93,L,994
07,07,1800,90,186,L,997
07,07,1800,371,386,L,1005
07,07,1800,495,413,L,1007
07,07,1800,410,106,H,991
07,07,1800,545,190,H,1016
07,07,1800,134,353,H,1014
07,07,1800,235,285,H,1013
07,07,1800,471,350,H,1016
07,07,1800,654,339,H,1013
14,07,1800,427,161,L,1004
14,07,1800,443,219,L,1003
14,07,1800,208,274,L,1003
14,07,1800,360,367,L,1002
14,07,1800,166,431,L,1010
14,07,1800,504,392,L,1007
14,07,1800,331,389,L,1001
14,07,1800,621,424,L,1005
14,07,1800,224,493,L,1009
14,07,1800,785,87,H,991
14,07,1800,361,87,H,1017
14,07,1800,517,145,H,1016
14,07,1800,315,222,H,1017
14,07,1800,148,249,H,1001
14,07,1800,564,345,H,1013
14,07,1800,90,353,H,1017
14,07,1800,720,339,H,1012
21,07,1800,304,163,L,987
21,07,1800,527,224,L,1007
21,07,1800,11,261,L,1000
21,07,1800,257,315,L,1004
21,07,1800,368,311,L,1005
21,07,1800,130,445,L,1014
21,07,1800,65,471,L,1016
21,07,1800,378,451,H,1024
28,07,1800,523,134,L,996
28,07,1800,790,70,L,994
28,07,1800,96,128,L,983
28,07,1800,257,246,L,986
28,07,1800,207,254,L,991
28,07,1800,485,430,L,1007
28,07,1800,213,469,L,1019
28,07,1800,517,526,L,1004
28,07,1800,410,520,L,1012
28,07,1800,721,35,H,1016
28,07,1800,681,145,H,1016
28,07,1800,452,254,H,1026
04,07,1800,629,117,L,1003
04,07,1800,8,178,L,986
04,07,1800,525,99,L,1002
04,07,1800,386,195,L,991
04,07,1800,395,160,L,989
04,07,1800,26,220,L,987
04,07,1800,371,336,L,1009
04,07,1800,495,437,L,1005
04,07,1800,197,94,H,1015
04,07,1800,590,387,H,1015
04,07,1800,184,498,H,1025
11,07,1800,263,123,L,990
11,07,1800,427,131,L,1009
11,07,1800,199,196,L,995
11,07,1800,427,219,L,1010
11,07,1800,186,269,L,994
11,07,1800,506,394,L,1009
11,07,1800,542,518,L,1007
11,07,1800,153,134,H,1007
11,07,1800,63,323,H,1016
11,07,1800,580,364,H,1015
11,07,1800,323,350,H,1029
18,07,1800,791,76,L,994
18,07,1800,16,153,L,1002
18,07,1800,462,118,L,1010
18,07,1800,132,181,L,1014
18,07,1800,265,208,L,1002
18,07,1800,389,287,L,1015
18,07,1800,2,305,L,1001
18,07,1800,292,329,L,998
18,07,1800,244,395,L,1002
18,07,1800,479,411,L,1013
18,07,1800,345,518,L,1017
18,07,1800,723,32,H,1011
18,07,1800,120,63,H,1022
18,07,1800,493,197,H,1023
18,07,1800,550,370,H,1018
18,07,1800,416,457,H,1020
18,07,1800,533,470,H,1018
25,07,1800,793,37,L,990
25,07,1800,109,187,L,984
25,07,1800,328,229,L,988
25,07,1800,118,429,L,1013
25,07,1800,493,423,L,1001
25,07,1800,743,521,L,999
25,07,1800,560,535,L,1003
25,07,1800,218,492,L,1018
25,07,1800,540,213,H,1014
25,07,1800,624,367,H,1011
25,07,1800,209,449,H,1022
02,07,1800,414,40,L,991
02,07,1800,516,56,L,999
02,07,1800,794,74,L,994
02,07,1800,312,127,L,1000
02,07,1800,643,178,L,1000
02,07,1800,260,232,L,995
02,07,1800,695,243,L,999
02,07,1800,736,21,H,1009
02,07,1800,183,507,H,1033
09,07,1800,698,93,L,1008
09,07,1800,774,125,L,998
09,07,1800,115,254,L,999
09,07,1800,68,211,L,1000
09,07,1800,475,268,L,1009
09,07,1800,403,310,L,1004
09,07,1800,503,395,L,1009
09,07,1800,310,458,L,1006
09,07,1800,502,130,H,1025
09,07,1800,127,164,H,1005
09,07,1800,398,150,H,1022
09,07,1800,250,317,H,1021
09,07,1800,97,439,H,1021
16,07,1800,468,9,L,1013
16,07,1800,790,81,L,996
16,07,1800,68,94,L,1000
16,07,1800,6,248,L,1000
16,07,1800,443,229,L,1006
16,07,1800,275,266,L,1004
16,07,1800,293,367,L,1009
16,07,1800,256,477,L,1008
16,07,1800,297,113,H,1020
16,07,1800,509,63,H,1018
16,07,1800,175,361,H,1018
16,07,1800,418,395,H,1020
16,07,1800,171,439,H,1018
23,07,1800,687,16,L,1003
23,07,1800,87,101,L,992
23,07,1800,783,93,L,992
23,07,1800,265,120,L,994
23,07,1800,177,252,L,995
23,07,1800,313,345,L,1012
23,07,1800,742,430,L,1007
23,07,1800,487,427,L,1012
23,07,1800,716,61,H,1008
23,07,1800,191,126,H,991
23,07,1800,440,145,H,1009
23,07,1800,586,400,H,1019
23,07,1800,320,468,H,1026
23,07,1800,257,518,H,1026
30,07,1800,556,13,L,998
30,07,1800,794,79,L,993
30,07,1800,197,87,L,996
30,07,1800,369,180,L,1006
30,07,1800,186,238,L,972
30,07,1800,495,413,L,1007
30,07,1800,306,531,L,1016
30,07,1800,522,525,L,1007
30,07,1800,331,27,H,1023
30,07,1800,561,202,H,1018
30,07,1800,367,287,H,1021
30,07,1800,572,370,H,1016
30,07,1800,24,512,H,1030
03,07,1800,473,17,L,993
03,07,1800,60,86,L,992
03,07,1800,722,172,L,998
03,07,1800,347,215,L,986
03,07,1800,505,443,L,1007
03,07,1800,587,396,H,1013
03,07,1800,209,476,H,1028
10,07,1800,235,137,L,992
10,07,1800,405,228,L,1005
10,07,1800,201,212,L,1000
10,07,1800,84,334,L,1002
10,07,1800,394,418,L,1015
10,07,1800,495,416,L,1012
10,07,1800,766,424,L,1007
10,07,1800,490,85,H,1025
10,07,1800,586,397,H,1017
10,07,1800,260,364,H,1028
17,07,1800,792,36,L,996
17,07,1800,440,131,L,1005
17,07,1800,781,103,L,999
17,07,1800,15,171,L,1004
17,07,1800,329,254,L,1002
17,07,1800,243,276,L,1003
17,07,1800,61,359,L,1003
17,07,1800,499,436,L,1009
17,07,1800,323,498,L,1013
17,07,1800,518,37,H,1017
17,07,1800,325,53,H,1021
17,07,1800,139,73,H,1021
17,07,1800,181,113,H,1021
17,07,1800,465,279,H,1022
17,07,1800,543,404,H,1019
17,07,1800,209,467,H,1021
24,07,1800,203,119,L,993
24,07,1800,790,78,L,988
24,07,1800,119,113,L,990
24,07,1800,462,141,L,1010
24,07,1800,741,196,L,999
24,07,1800,237,228,L,995
24,07,1800,63,373,L,1019
24,07,1800,490,423,L,1007
24,07,1800,170,478,L,1020
24,07,1800,24,418,L,1018
24,07,1800,368,62,H,1017
24,07,1800,459,247,H,1020
24,07,1800,587,386,H,1015
31,07,1800,483,59,L,999
31,07,1800,793,37,L,997
31,07,1800,540,244,L,1010
31,07,1800,197,263,L,977
31,07,1800,509,389,L,1007
31,07,1800,137,91,H,1016
31,07,1800,615,188,H,1014
31,07,1800,415,219,H,1017
31,07,1800,34,527,H,1028
02,08,0000,793,78,L,997
02,08,0000,603,226,L,1008
02,08,0000,101,223,L,1010
02,08,0000,293,266,L,987
02,08,0000,15,325,L,1007
02,08,0000,499,420,L,1010
02,08,0000,309,9,H,1022
02,08,0000,706,62,H,1011
02,08,0000,351,100,H,1016
02,08,0000,153,207,H,1015
02,08,0000,462,238,H,1015
02,08,0000,659,241,H,1011
02,08,0000,718,392,H,1012
02,08,0000,80,530,H,1027
09,08,0000,103,109,L,995
09,08,0000,326,241,L,989
09,08,0000,26,461,L,1022
09,08,0000,705,60,H,1014
09,08,0000,312,152,H,987
09,08,0000,246,522,H,1026
16,08,0000,300,194,L,978
16,08,0000,15,514,L,1016
16,08,0000,565,110,H,1019
16,08,0000,274,393,H,1023
16,08,0000,100,411,H,1022
16,08,0000,712,373,H,1015
16,08,0000,231,524,H,1028
23,08,0000,109,106,L,994
23,08,0000,676,80,L,1007
23,08,0000,739,221,L,1006
23,08,0000,391,301,L,987
23,08,0000,496,428,L,1012
23,08,0000,587,169,H,1017
23,08,0000,321,160,H,971
23,08,0000,77,384,H,1025
30,08,0000,215,106,L,986
30,08,0000,78,182,L,995
30,08,0000,322,123,L,997
30,08,0000,196,216,L,991
30,08,0000,137,367,L,997
30,08,0000,227,403,L,1007
30,08,0000,525,44,H,1027
30,08,0000,546,267,H,1020
30,08,0000,393,345,H,1023
30,08,0000,328,489,H,1024
05,08,0000,641,30,L,1003
05,08,0000,382,134,L,1009
05,08,0000,485,162,L,1007
05,08,0000,592,206,L,1011
05,08,0000,279,233,L,982
05,08,0000,267,273,L,983
05,08,0000,747,452,L,1006
05,08,0000,490,427,L,1010
05,08,0000,558,451,L,1011
05,08,0000,725,45,H,1008
05,08,0000,153,230,H,1014
05,08,0000,605,400,H,1015
12,08,0000,439,93,L,998
12,08,0000,343,77,L,1002
12,08,0000,76,276,L,997
12,08,0000,174,273,L,992
12,08,0000,331,301,L,991
12,08,0000,241,358,L,989
12,08,0000,593,399,L,1010
12,08,0000,490,427,L,1008
12,08,0000,725,33,H,1014
12,08,0000,90,156,H,1006
12,08,0000,465,229,H,1022
12,08,0000,536,213,H,1022
12,08,0000,706,389,H,1015
19,08,0000,785,102,L,1000
19,08,0000,304,123,L,984
19,08,0000,546,194,L,1007
19,08,0000,273,271,L,988
19,08,0000,13,269,L,1003
19,08,0000,734,375,L,1006
19,08,0000,585,321,L,1005
19,08,0000,323,372,L,1007
19,08,0000,795,510,L,1007
19,08,0000,629,494,L,1007
19,08,0000,662,23,H,1015
19,08,0000,469,371,H,1022
19,08,0000,162,531,H,1026
26,08,0000,359,35,L,987
26,08,0000,777,109,L,1002
26,08,0000,698,106,L,1006
26,08,0000,393,197,L,996
26,08,0000,224,262,L,994
26,08,0000,764,183,L,1004
26,08,0000,266,359,L,1005
26,08,0000,638,413,L,1009
26,08,0000,106,133,H,999
26,08,0000,581,50,H,1021
26,08,0000,199,172,H,1001
26,08,0000,534,243,H,1024
26,08,0000,42,467,H,1027
26,08,0000,703,392,H,1013
26,08,0000,353,501,H,1026
03,08,0000,598,166,L,1003
03,08,0000,132,336,L,997
03,08,0000,559,339,L,1007
03,08,0000,627,430,L,1005
03,08,0000,284,89,H,1023
03,08,0000,708,60,H,1009
03,08,0000,301,249,H,981
03,08,0000,719,384,H,1011
10,08,0000,795,75,L,999
10,08,0000,381,137,L,989
10,08,0000,278,135,L,989
10,08,0000,97,221,L,994
10,08,0000,192,195,L,992
10,08,0000,185,482,L,1018
10,08,0000,478,436,L,1013
10,08,0000,430,373,H,1022
10,08,0000,705,387,H,1015
10,08,0000,26,448,H,1026
10,08,0000,312,496,H,1024
17,08,0000,782,99,L,994
17,08,0000,308,62,L,986
17,08,0000,307,158,L,980
17,08,0000,29,255,L,1006
17,08,0000,229,257,L,988
17,08,0000,160,417,L,1019
17,08,0000,706,58,H,1017
17,08,0000,605,90,H,1017
17,08,0000,102,422,H,1021
17,08,0000,711,387,H,1014
17,08,0000,255,498,H,1027
24,08,0000,101,117,L,996
24,08,0000,400,117,L,982
24,08,0000,189,219,L,994
24,08,0000,312,222,L,979
24,08,0000,607,178,H,1019
24,08,0000,545,279,H,1018
24,08,0000,703,394,H,1015
24,08,0000,194,455,H,1025
31,08,0000,782,92,L,999
31,08,0000,412,65,L,1011
31,08,0000,174,167,L,988
31,08,0000,178,257,L,983
31,08,0000,498,356,L,1015
31,08,0000,22,75,H,1010
31,08,0000,409,260,H,1029
31,08,0000,331,524,H,1022
04,08,0000,140,146,L,1011
04,08,0000,616,117,L,1003
04,08,0000,762,201,L,1003
04,08,0000,258,252,L,986
04,08,0000,676,425,L,1006
04,08,0000,496,433,L,1011
04,08,0000,650,25,H,1008
04,08,0000,478,376,H,1019
11,08,0000,794,35,L,997
11,08,0000,709,91,L,1011
11,08,0000,424,87,L,993
11,08,0000,153,175,L,990
11,08,0000,378,134,L,990
11,08,0000,758,211,L,1005
11,08,0000,129,249,L,991
11,08,0000,185,242,L,995
11,08,0000,83,361,L,998
11,08,0000,315,420,L,1004
11,08,0000,473,441,L,1010
11,08,0000,520,523,L,1009
11,08,0000,234,81,H,1013
11,08,0000,545,266,H,1022
11,08,0000,410,287,H,1021
11,08,0000,57,504,H,1026
18,08,0000,788,93,L,997
18,08,0000,618,231,L,1008
18,08,0000,758,216,L,1003
18,08,0000,183,257,L,994
18,08,0000,153,317,L,1004
18,08,0000,444,390,L,1016
18,08,0000,495,422,L,1011
18,08,0000,632,57,H,1015
18,08,0000,725,35,H,1019
18,08,0000,301,148,H,981
18,08,0000,571,207,H,1013
18,08,0000,607,405,H,1016
18,08,0000,263,507,H,1027
25,08,0000,35,65,L,989
25,08,0000,148,109,L,999
25,08,0000,339,76,L,982
25,08,0000,337,175,L,985
25,08,0000,189,238,L,999
25,08,0000,172,399,L,1010
25,08,0000,572,419,L,1011
25,08,0000,569,95,H,1021
01,08,0000,790,84,L,998
01,08,0000,17,231,L,1004
01,08,0000,555,226,L,1011
01,08,0000,209,270,L,981
01,08,0000,459,307,L,1011
01,08,0000,537,418,L,1011
01,08,0000,350,506,L,1019
01,08,0000,712,59,H,1013
01,08,0000,137,81,H,1017
01,08,0000,621,188,H,1015
01,08,0000,434,229,H,1017
01,08,0000,400,514,H,1021
01,08,0000,44,524,H,1028
08,08,0000,361,208,L,989
08,08,0000,750,219,L,1004
08,08,0000,164,290,L,986
08,08,0000,490,435,L,1010
08,08,0000,583,433,L,1010
08,08,0000,706,63,H,1013
08,08,0000,613,177,H,1016
08,08,0000,249,169,H,1002
08,08,0000,118,534,H,1024
15,08,0000,278,194,L,978
15,08,0000,481,203,L,1012
15,08,0000,609,231,L,1011
15,08,0000,756,191,L,1005
15,08,0000,59,486,L,1014
15,08,0000,577,527,L,1004
15,08,0000,537,128,H,1020
15,08,0000,605,397,H,1013
15,08,0000,247,534,H,1027
22,08,0000,306,62,L,983
22,08,0000,467,122,L,1001
22,08,0000,49,74,L,997
22,08,0000,688,89,L,1003
22,08,0000,780,101,L,999
22,08,0000,309,232,L,968
22,08,0000,162,252,L,1000
22,08,0000,211,377,L,1007
22,08,0000,608,400,L,1017
22,08,0000,493,424,L,1012
22,08,0000,747,444,L,1005
22,08,0000,725,35,H,1010
22,08,0000,528,265,H,1019
22,08,0000,63,326,H,1023
29,08,0000,230,65,L,998
29,08,0000,695,87,L,1011
29,08,0000,288,168,L,997
29,08,0000,668,170,L,1011
29,08,0000,307,221,L,996
29,08,0000,123,249,L,987
29,08,0000,204,360,L,1007
29,08,0000,490,425,L,1010
29,08,0000,518,80,H,1028
29,08,0000,214,145,H,1004
29,08,0000,544,278,H,1020
29,08,0000,266,491,H,1027
06,08,0000,191,101,L,1007
06,08,0000,671,92,L,1006
06,08,0000,305,272,L,985
06,08,0000,27,229,L,1000
06,08,0000,495,427,L,1009
06,08,0000,710,63,H,1008
06,08,0000,183,222,H,1011
06,08,0000,547,230,H,1016
06,08,0000,610,402,H,1013
13,08,0000,171,272,L,993
13,08,0000,335,298,L,988
13,08,0000,60,348,L,1002
13,08,0000,134,307,L,993
13,08,0000,621,430,L,1007
13,08,0000,495,422,L,1009
13,08,0000,394,97,H,1016
13,08,0000,731,115,H,1014
13,08,0000,306,208,H,981
13,08,0000,159,186,H,1007
13,08,0000,509,183,H,1016
13,08,0000,44,274,H,1010
13,08,0000,542,279,H,1015
13,08,0000,709,392,H,1012
20,08,0000,549,51,L,1012
20,08,0000,381,236,L,993
20,08,0000,169,254,L,994
20,08,0000,310,263,L,983
20,08,0000,124,291,L,999
20,08,0000,746,298,L,1008
20,08,0000,624,328,L,1007
20,08,0000,766,430,L,1007
20,08,0000,483,434,L,1011
20,08,0000,293,111,H,991
20,08,0000,615,85,H,1015
20,08,0000,515,184,H,1019
20,08,0000,703,264,H,1012
20,08,0000,173,504,H,1028
27,08,0000,794,35,L,1002
27,08,0000,786,93,L,1002
27,08,0000,733,159,L,1007
27,08,0000,739,213,L,1006
27,08,0000,229,265,L,989
27,08,0000,329,281,L,994
27,08,0000,22,435,L,1013
27,08,0000,487,430,L,1012
27,08,0000,517,183,H,1025
27,08,0000,504,239,H,1024
27,08,0000,706,389,H,1013
27,08,0000,126,501,H,1026
27,08,0000,366,532,H,1022
07,08,0000,326,249,L,986
07,08,0000,139,295,L,997
07,08,0000,95,326,L,997
07,08,0000,495,426,L,1008
07,08,0000,709,60,H,1009
07,08,0000,73,180,H,1009
07,08,0000,186,238,H,1009
07,08,0000,572,200,H,1015
07,08,0000,629,397,H,1012
14,08,0000,790,85,L,1001
14,08,0000,257,178,L,985
14,08,0000,18,181,L,1003
14,08,0000,469,234,L,1008
14,08,0000,351,197,L,993
14,08,0000,616,230,L,1009
14,08,0000,213,279,L,983
14,08,0000,632,438,L,1006
14,08,0000,79,424,L,1005
14,08,0000,734,60,H,1014
14,08,0000,517,139,H,1019
14,08,0000,66,334,H,1015
14,08,0000,543,279,H,1012
14,08,0000,701,342,H,1012
21,08,0000,334,128,L,985
21,08,0000,241,257,L,979
21,08,0000,199,374,L,994
21,08,0000,709,476,L,1005
21,08,0000,496,438,L,1012
21,08,0000,506,62,H,1020
21,08,0000,734,21,H,1015
21,08,0000,565,177,H,1013
21,08,0000,353,430,H,1027
28,08,0000,699,87,L,1011
28,08,0000,318,206,L,991
28,08,0000,83,204,L,988
28,08,0000,297,249,L,991
28,08,0000,107,393,L,1010
28,08,0000,493,425,L,1011
28,08,0000,728,27,H,1016
28,08,0000,163,215,H,1008
28,08,0000,516,137,H,1027
28,08,0000,166,525,H,1026
02,08,0600,788,79,L,996
02,08,0600,530,227,L,1007
02,08,0600,594,202,L,1007
02,08,0600,151,216,L,1009
02,08,0600,282,252,L,980
02,08,0600,95,233,L,1004
02,08,0600,91,313,L,1004
02,08,0600,605,389,L,1009
02,08,0600,736,21,H,1012
02,08,0600,338,99,H,1019
02,08,0600,656,234,H,1011
02,08,0600,50,246,H,1013
02,08,0600,463,238,H,1015
02,08,0600,712,383,H,1013
09,08,0600,87,169,L,995
09,08,0600,301,145,L,985
09,08,0600,400,201,L,993
09,08,0600,329,233,L,986
09,08,0600,256,411,L,1014
09,08,0600,473,438,L,1014
09,08,0600,731,32,H,1013
09,08,0600,243,271,H,988
09,08,0600,615,410,H,1017
09,08,0600,260,515,H,1025
16,08,0600,298,178,L,978
16,08,0600,600,204,L,1015
16,08,0600,771,185,L,1003
16,08,0600,65,273,L,1009
16,08,0600,569,364,L,1014
16,08,0600,191,436,L,1017
16,08,0600,44,504,L,1015
16,08,0600,558,109,H,1020
16,08,0600,79,430,H,1022
16,08,0600,613,411,H,1018
16,08,0600,227,526,H,1026
23,08,0600,677,79,L,1007
23,08,0600,120,104,L,993
23,08,0600,411,259,L,980
23,08,0600,599,189,H,1018
23,08,0600,636,235,H,1016
23,08,0600,531,312,H,1017
23,08,0600,85,383,H,1026
23,08,0600,70,516,H,1025
30,08,0600,132,99,L,997
30,08,0600,222,134,L,989
30,08,0600,687,174,L,1010
30,08,0600,104,197,L,990
30,08,0600,217,192,L,989
30,08,0600,561,252,L,1022
30,08,0600,158,356,L,993
30,08,0600,562,446,L,1010
30,08,0600,394,300,H,1024
30,08,0600,652,375,H,1017
30,08,0600,331,509,H,1023
05,08,0600,747,192,L,1003
05,08,0600,590,204,L,1011
05,08,0600,265,241,L,980
05,08,0600,490,427,L,1011
05,08,0600,724,99,H,1009
05,08,0600,156,224,H,1015
05,08,0600,509,244,H,1016
05,08,0600,475,342,H,1016
12,08,0600,310,57,L,1004
12,08,0600,439,97,L,1000
12,08,0600,786,87,L,997
12,08,0600,410,166,L,1019
12,08,0600,103,292,L,997
12,08,0600,175,274,L,992
12,08,0600,290,297,L,987
12,08,0600,602,389,L,1008
12,08,0600,490,414,L,1011
12,08,0600,515,535,L,1010
12,08,0600,542,213,H,1020
12,08,0600,709,386,H,1014
19,08,0600,298,117,L,984
19,08,0600,790,75,L,1002
19,08,0600,603,230,L,1007
19,08,0600,279,260,L,983
19,08,0600,20,284,L,999
19,08,0600,591,320,L,1004
19,08,0600,731,362,L,1007
19,08,0600,354,338,L,999
19,08,0600,494,463,L,1010
19,08,0600,613,501,L,1006
19,08,0600,152,214,H,1008
19,08,0600,468,328,H,1020
19,08,0600,148,518,H,1025
26,08,0600,359,9,L,983
26,08,0600,791,34,L,998
26,08,0600,110,141,L,1002
26,08,0600,284,218,L,999
26,08,0600,728,224,L,1006
26,08,0600,224,255,L,993
26,08,0600,287,347,L,1002
26,08,0600,639,419,L,1010
26,08,0600,582,25,H,1021
26,08,0600,201,148,H,1000
26,08,0600,521,189,H,1024
26,08,0600,478,333,H,1024
26,08,0600,63,479,H,1026
26,08,0600,369,485,H,1024
03,08,0600,786,90,L,993
03,08,0600,486,102,L,1003
03,08,0600,597,164,L,1003
03,08,0600,156,337,L,990
03,08,0600,588,331,L,1005
03,08,0600,638,416,L,1005
03,08,0600,58,457,L,1008
03,08,0600,517,473,L,1011
03,08,0600,300,238,L,983
03,08,0600,287,90,H,1022
03,08,0600,684,117,H,1008
03,08,0600,744,367,H,1011
03,08,0600,361,496,H,1021
10,08,0600,375,131,L,988
10,08,0600,273,137,L,993
10,08,0600,756,201,L,1007
10,08,0600,591,344,L,1016
10,08,0600,223,463,L,1013
10,08,0600,107,234,H,991
10,08,0600,181,212,H,991
10,08,0600,476,313,H,1023
10,08,0600,35,449,H,1026
17,08,0600,288,66,L,985
17,08,0600,778,93,L,997
17,08,0600,316,141,L,979
17,08,0600,50,286,L,1005
17,08,0600,26,428,L,1015
17,08,0600,218,435,L,1019
17,08,0600,373,398,L,1018
17,08,0600,767,425,L,1010
17,08,0600,143,463,L,1018
17,08,0600,732,41,H,1018
17,08,0600,102,416,H,1021
17,08,0600,281,496,H,1027
24,08,0600,376,98,L,982
24,08,0600,326,216,L,980
24,08,0600,88,172,L,1000
24,08,0600,764,197,L,1007
24,08,0600,170,263,L,994
24,08,0600,440,321,L,1003
24,08,0600,98,416,L,1014
24,08,0600,583,120,H,1021
24,08,0600,151,209,H,1004
24,08,0600,555,262,H,1020
24,08,0600,216,457,H,1025
31,08,0600,410,65,L,1011
31,08,0600,730,154,L,1007
31,08,0600,181,257,L,983
31,08,0600,496,355,L,1015
31,08,0600,19,72,H,1013
31,08,0600,250,118,H,1001
31,08,0600,415,251,H,1029
31,08,0600,560,256,H,1021
31,08,0600,743,309,H,1015
04,08,0600,616,106,L,1004
04,08,0600,783,93,L,996
04,08,0600,305,272,L,984
04,08,0600,428,186,L,1005
04,08,0600,257,260,L,984
04,08,0600,684,430,L,1007
04,08,0600,215,433,L,1004
04,08,0600,155,210,H,1017
04,08,0600,493,353,H,1019
04,08,0600,777,359,H,1011
04,08,0600,358,515,H,1021
11,08,0600,358,85,L,995
11,08,0600,786,90,L,997
11,08,0600,426,84,L,994
11,08,0600,716,91,L,1012
11,08,0600,139,183,L,992
11,08,0600,392,125,L,994
11,08,0600,65,193,L,994
11,08,0600,753,216,L,1006
11,08,0600,128,257,L,992
11,08,0600,166,275,L,993
11,08,0600,324,363,L,999
11,08,0600,137,367,L,994
11,08,0600,424,413,L,1011
11,08,0600,515,523,L,1009
11,08,0600,429,271,H,1023
18,08,0600,787,88,L,999
18,08,0600,219,182,L,994
